,tweet,predicted_class,predicted_label,actual_label
266,"@NoFlyDawn @daibyday This sounds high, but is safe for short term use. It dramatically increases antimicrobial peptides in the blood.",non_ironic,0,0
267,"Now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life",non_ironic,0,2
268,#we are #not #perfect but it is #neccesary for #us to #be the #best # version of #ourselves http://t.co/3IO7qLK0lr,non_ironic,0,0
269,Fav part abt Xmas day..getting merry Xmas tweets from ppl who NEVER talk to me #kys #idontcare ,non_ironic,0,1
270,The whole world can never get me on my level ,verbal_irony_polarity_contrast,1,1
271,"My whole life is just ""oh ok"".",verbal_irony_polarity_contrast,1,0
272,"@ABitOfBlossom @DVATW @LBC For having union representation for decades, teachers' pay still sucks and is shorted by dues. ",non_ironic,0,1
273,So I'm the school nurse today. And I have a fever. #irony,non_ironic,0,2
274,@therealchris831 like a group of unsuccessful idiots who can't even manage to scrounge up a quarter? That's pretty cool I guess Chris ,non_ironic,0,1
275,#Work#Trains#TheGrind#London#Business#MyHappyFace http://t.co/fdE2iQpuQz,non_ironic,0,1
276,Pre work shenanigans lmbo alissamarie_b #letswork  #kiddingnotkidding #funtimes #sheseriouslyrocks http://t.co/wht23Idawu,non_ironic,0,3
277,@ciara848 @clairepear24 @UberFacts but would you be willing to purchase from a vending machine?,non_ironic,0,0
278,Session at the local #1stPhoto #rektek #bmx #lookMamNoHands  #flying #fallingWithStyle http://t.co/TCx5cO9uPx,non_ironic,0,0
279,@nfullers98 I liked .. Don't regret anything that made you smile... Ha ha,non_ironic,0,0
280,Easiest final of my life. So glad I studied 11 hours for it ,non_ironic,0,1
281,morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia  #sm... http://t.co/gjXGctg7dv http://t.co/F5v62iOT02,non_ironic,0,0
282,Went neck deep in a swamp today so that was fun  #chilly,non_ironic,0,1
283,Picked an excellent day to get my hair done 😒 #sarcasm,non_ironic,0,1
284,group message with bbc to start off my morning thanks Hannah :-) ,non_ironic,0,1
285,Can't say no to that @mikebrown_15 try now. Lets go @QuinsRugbyUnion we can do this #COYQ,non_ironic,0,0
286,"This has nothing to do with anything at all, but I hate the word ""fleek"". It sounds like something I'd name my Neopet.",verbal_irony_polarity_contrast,1,0
287,I love hearing people's explanations about the dating world in America in the library while I am studying ,verbal_irony_polarity_contrast,1,1
288,"@aleciamarie21 @DonnieWahlberg is it bad that after my ""happy Preds won"" 🎉 dance my first thought was Donnie?! 😁🙊",non_ironic,0,0
289,BBC News - 'Skywalker' passport cancelled because it was 'frivolous' #trademarks  http://t.co/chTEamOZcC,non_ironic,0,1
290,"Sony Studio Bosses To Employees: Don't Worry, We'll Be Fine http://t.co/YVvoiiwxTu I know I'd feel better.  http://t.co/usu8Tlmo25",non_ironic,0,1
291,"@RichardCarter Thanks, that'll help loads ",non_ironic,0,1
292,How do I make more money now in my business? Loral Langemeire's best seller The Millionaire Maker. Get your copy http://t.co/xzP6UjI8va,non_ironic,0,0
293,"Secret Santa for one of my er...""hotter""  work colleagues.. http://t.co/Ellk2A0pfh",non_ironic,0,1
294,My solo costume so far is Charcoal Grey Bottoms.... making some real progress. ,non_ironic,0,1
295,How Badly Do You Need That Burrito? (That's sounds naughty) http://t.co/U3YojBgmRQ #burrito ,non_ironic,0,0
296,it was  RT @bobthegreatooo @mikewickett how is that a spoiler alert?  Haven't so called 'experts' predicted him as being the winner?,non_ironic,0,0
297,I only bought a few people gifts this year 😳😳😳😳  http://t.co/dCNW7tTApn,non_ironic,0,1
298,What a golden morning. 😒 #not,non_ironic,0,1
299,@RushOrderTees THX4FLW! FLWtheMUSIC @ElektrikEventz @ElektrikMetro WE R #ElektrikBLOOM #ElektrikFANTASY #iwant2DRIFT #Elev8TheUnderground!,non_ironic,0,0
300,Oh this will end well.  RT @JonathanCohn: Military-Style Tech Finds Way Into School District Safety Measures http://t.co/uGFWTCZlVK,non_ironic,0,1
301,Sure Staff... Now Hiring.  http://t.co/HDgfxG7elF,non_ironic,0,2
302,"If BJPee hv balls ,do dare to lift ristrictions 2mro ahead of Modi's #Kashmir visit,Kashmiris wl show u how much thy love #Modi.|",non_ironic,0,1
303,First day of Christmas shopping tomorrow. Can not wait. ,non_ironic,0,1
304,"@georgenickss happy birthday young one, have a gooden lad!x",non_ironic,0,0
305,Check out my latest blog post on MyFairDaily: Pins That Really Work!!! http://t.co/6e4lh0Wjjj #lbloggers #lifestyle #pinterest #triedandtrue,non_ironic,0,0
306,Fucked up.  in the mood at all,non_ironic,0,0
307,@cozmando He'd be a perfect fit... or Beachy/Medlen.,non_ironic,0,0
308,@gayingmorality tis the season for unwanted gifts!,non_ironic,0,0
309,My future? I still enjoy it (playing football) too much and I play with passion -Totti......oh no the team is doomed..... #asroma ,non_ironic,0,1
310,In other news i havent had a good nights sleep in a week. I feel great. ,non_ironic,0,1
311,One of many reasons I dislike #Alabama fans. #auburn #RollTide #myass #jakellmitchell http://t.co/ntk85ngOeG,non_ironic,0,0
312,"@PCArsenault @NoFlyDawn YES! I do this all the time. It's such an easy thing to do, I don't why this isn't common knowledge.",non_ironic,0,0
313,@RealGilbert I just did it. What's the prize?,non_ironic,0,0
314,Stuck in traffic!!! ☔️⚡️ #mondays #athensbyrain #traffic #ontheroad #ontime?  #sisters #COOLURSTYLE... http://t.co/IqCcPYFXIt,non_ironic,0,0
315,"YOU are violent, it shows in your tweets @RBRNetwork1 @JoeHilgerman @Anan_VII @1_Free_Man @ABPT_Rocket",non_ironic,0,0
316,Mondays are fine. It's your life that sucks.||It's the first day of class and you see that ... Ugh? Face?|#UrsulaOnAMonday|#wow ,non_ironic,0,1
317,Love watching #latenightfilms. Enjoyed #MockingjayPart1 @cineworld #didsbury. Ta @sophie_louise24. #Grateful to have such a #goodfriend.,non_ironic,0,0
318,"I'm heading off, but need to say this! ""Just because I am concerned for my country, and it's people-Does #NOT make me a racist! #Terrorists",verbal_irony_polarity_contrast,1,0
319,I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,non_ironic,0,1
320,Buffalo sports media is smarter than all of us. Where else can you get the quality insight offered by Harrington and Busgaglia. ,non_ironic,0,1
321,Heaven help the fool who did her wrong,verbal_irony_polarity_contrast,1,0
322,#BBC #News -- #Denmark #challenges #Russia and #Canada #over #North #Pole. http://t.co/toAn6TGXcl,non_ironic,0,0
323,Tomorrow will be a great day...,non_ironic,0,1
324,"Been the problem, actually. RT @OBtoojiveforyou: @WashWizards tough road trip. cant win em all but coaching has not been strong.",non_ironic,0,0
325,there are things we are made to go through  to harm us but to given us a lesson to teach to someone weaker,verbal_irony_polarity_contrast,1,0
326,Difficult And Happy in life should be enjoyed. Because Life Comes Just Once. So He Went. So He Will Not Be Back. || so ez,non_ironic,0,0
327,Finals are over! Stress free. |Cant wait!!!✈️❤️🎄,non_ironic,0,0
328,The fucking car just gave up..! #car #died #not-happy,non_ironic,0,0
329,I can be mad at you for a matter of 15 min then I can't stand not talking to you.,verbal_irony_polarity_contrast,1,0
330,"Azealia Banks call Iggy ""Igloo Australian""...WOOOW an incredible rapper diss another one ",non_ironic,0,1
331,@playstation @sony #not #working when are we able to download games we paid in good faith? #psn start working again? http://t.co/MVSikoFvBl,non_ironic,0,0
332,#marleyandme RT @alexspeier: Sources tell @bradfo and me that Dodgers are showing serious interest in Jon Lester.,non_ironic,0,0
333,They have  #been seen www.MonsterMMORPG. com since. gist by #MonsterMMORPG #darumaka,non_ironic,0,0
334,@adooley3544 is so funny rn😅 ,non_ironic,0,1
335,Why does sue give bonnie anxiety and stress pills ,verbal_irony_polarity_contrast,1,3
336,@kmrheadlines: Electricity generated in Kashmir can illuminate whole India: PM but it's only not illuminating #Kashmir ,non_ironic,0,2
337,Two hour drive this morning with the instructor.  Oh yes..  #scaredshitless #yikes,non_ironic,0,1
338,Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk,non_ironic,0,0
339,"@lnritter_ That was the case, not the recording.So comparing the two is apple & oranges.",non_ironic,0,0
340,Gah! Desperately trying to bust this cold!,verbal_irony_polarity_contrast,1,0
341,Name an #excuse that people use #NOT to #workout ... http://t.co/tE75PwPGbm,non_ironic,0,0
342,Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...  🙈,non_ironic,0,1
343,Is holding not a rule anymore?,verbal_irony_polarity_contrast,1,0
344,@nyormnyorm @iamedem Nice but  original,non_ironic,0,0
345,Today is just not my day 😔,verbal_irony_polarity_contrast,1,0
346,Solid leg day 💪 felt great and hit my max for 2. Can't wait to squat 315!,non_ironic,0,0
347,"Committed to you, your privacy and an open Web|Please turn on JavaScript to display this page correctly. ||Firefox homepage ",non_ironic,0,1
348,Perfect way to start off my morning ,verbal_irony_polarity_contrast,1,1
349,#page#found#404 http://t.co/rIfWvIm8K5,non_ironic,0,0
350,@BillfromBendigo I'll just wait here :) :) :),non_ironic,0,0
351,#But #Buy #Couch #Enveloppe #If #Its  #HomeDecor|Please RT: http://t.co/pnQT7ajj5m http://t.co/StTpKf4qAS,non_ironic,0,0
352,Good morning all!||@LivingQWales @RightSurveyors @VTUK @JewelleryWeb @jbboats @shaunesden @cwconclub |http://t.co/nJ1iOYg5Ex,non_ironic,0,0
353,Today should be fun ,verbal_irony_polarity_contrast,1,1
354,TNT replaying the Cavs-Knicks game...maybe the knicks will win this time ,non_ironic,0,1
355,@JhaSanjay Those who failed to develop hair on their bald hear are talking abr development ,non_ironic,0,2
356,We live in such a small world these days - the #LAFire is a story at the end of the Australian news @ABCNews24,non_ironic,0,0
357,I love waking up out of a dead sleep to two firetrucks blaring past my window  😴🚒🚑,non_ironic,0,1
358,#SocialMedia Where it's perfectly normal to talk to people in pictures ! ,verbal_irony_polarity_contrast,1,1
359,@CeciAlbiceleste @MarinaOLoughlin #apologies *scoffs humble pie*,non_ironic,0,0
360,hope  better#hope#tokyo by nic_kill http://t.co/siH8czvVGw http://t.co/6RDIxdNATI,non_ironic,0,0
361,I bet I'm the first to use that one ,verbal_irony_polarity_contrast,1,3
362,"Thank you to all of the lovely people who come to work sick, or come to eat sick.. I appreciate your germs... ",non_ironic,0,1
363,Tomorrow is the day I'm coming back to Florida for good .... :(  unless something changes in  the next 24hrs which I doubt   #ready,verbal_irony_polarity_contrast,1,0
364,Can't wait to see all the ig pics of people bragging about what they got  #noonegivesafuck,non_ironic,0,1
365,"@Fox5Wagner: In fight over overtime for Firefighters, DC viewed ruling from control board as permanent"" but appeals court says no."" #fb",non_ironic,0,0
366,Bridal#jewels#exciting range#hand made#high quality jewellery on the high street#bespoke#custom http://t.co/fzhWTNzaf4,non_ironic,0,0
367,Marvin Lewis clearly thinks very highly of Johnny Football  #norespect @amicsta,non_ironic,0,1
368,Yups sarcasm and wine!  #winelover  😊💁 http://t.co/ZKJ58DKjtE,non_ironic,0,0
369,"@SteveMcKrosky @imbalaska @DaveMyFace @Clover_Joy_ @den2114 @MeyrickHarris ""left regressives"" is that not a label #irony",non_ironic,0,3
370,save your work folks. i'm offically cntrl-alt-deleting this week.,non_ironic,0,0
371,Welcome to twitter @orafa2 myself n @SlimDandyMUFC r at ur service as ur twitter coaches ,non_ironic,0,1
372,3rdeye Brand Has Designed The Accessory For Your Easy To Carry And Comfortable http://t.co/tvkHUmWaGZ,non_ironic,0,0
373,"@YodelOnline Hi! I have just received a photo of my dear parcel from China, amazing he is travelling around the world!! ",non_ironic,0,1
374,Gutted Doyle has gone back to #wwfc. I don't think we saw what he's capable of. #cpfc ,non_ironic,0,1
375,to have a highway clean up section of highway. people expressed their freedom of speech @Steven_Swenson @ZombieTacTeam @Anan_VII,non_ironic,0,0
376,Off to bed can't wait to feel this hangover. |,non_ironic,0,1
377,love being able to be comfortable in my own room😃👍 ,verbal_irony_polarity_contrast,1,1
378,Halfway thorough my workday ... Woooo ,non_ironic,0,1
379,"Still wondering why the pop-up ""save password"" still pops up even when you do not tick ""keep logged in"". -Sarcastic",non_ironic,0,0
380,Gee faculty at nicholls are so helpful ,non_ironic,0,1
381,"Is there a ""like"" tab on me? I'm not a facebook status to be liked by people... #sarcasm #RudeButTrue",non_ironic,0,3
382,@TravisRodgers Christmas as an adult with broken family. Just awesome. Nothing like your stepsister with 9 kids.. ,non_ironic,0,1
383,"Dear #USPS, if it has this address, it comes here. No matter the name. If there's a mistake, we'll fix it. #ThanksForTheAnnoyingNote ",non_ironic,0,3
384,"@NotTheCubsWay @DrCubColclasure As a Red Sox follower, I can vouch for Gomes as a clubhouse leader. Such a fun teammate.",non_ironic,0,0
385,@sammiecurtis_ me and you are the only ones that love it 😆🎅🎉🎶,non_ironic,0,0
386,Fleury with 5 shut outs so far on the season. He's still not good though ,non_ironic,0,2
387,Thanks Mother nature.. You didn't give us as snow day and now my twitter is filled with people complaining ,non_ironic,0,1
388, dead? Why is this stupidest of memes still perpetuated?,non_ironic,0,3
389,#Laundrymatfun#LOL#YesIsaidNOT#spincycle#youspinmeround#recordplayer#thatsmykid#80smusic#teachingth http://t.co/jhIjrzRGl9,non_ironic,0,3
390,@twitter Please follow me. I have a technical question. Thanks.,non_ironic,0,0
391,"@ADavies_10: @arnie_4 great seing u mate, thanks for the cheap shot 😉 safe trip back 🍻🍻||Dry train why we lost 😂😂😂😂😂 ",non_ironic,0,1
392,How much more stupid can people get..? http://t.co/3ucNqeRUdS,non_ironic,0,0
393,So Aaron sorkin goes on @todayshow  to talk about not liking the media talking about Sony hack? Using media to bitch about media? ,non_ironic,0,2
394,Cool. ,verbal_irony_polarity_contrast,1,1
395,Still feeling sorry for myself about being to ill to go out last night!!! 😭😢 here's my memories from... http://t.co/I3fIk1k6ek,non_ironic,0,0
396,Yay its fucking Monday life is so perfect and magical I love everything ,non_ironic,0,1
397,Women getting hit on by married managers at @ChickfilA cracks me up  #Hypocrites #practicewhatyoupreach,non_ironic,0,2
398,Kiwi Heineken? - Drinking a Steinlager Pure by New Zealand Breweries Limited @ Raglan Golf Club -- http://t.co/SUz3FBfxlK #photo,non_ironic,0,0
399,It is good that very few businesses/govts in EM economies have borrowed much via dollar-denominated loans from international banks. #Sarcasm,non_ironic,0,3
400,"Close to white folks, I am forced to witness firsthand their willful ignorance about the impact of race and racism.-Bell Hooks #Ferguson",verbal_irony_polarity_contrast,1,0
401,I just wrote a 13 page paper... I was awfully tired when I was writing it and now I can't sleep. #irony,non_ironic,0,2
402,It has #not #been #seen www.MonsterMMORPG. com since. progoneate follow @MonsterMMORPG #mariland http://t.co/Mq4r8Kbgb1,non_ironic,0,0
403,"@Lloydgallagher3 no im not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok",non_ironic,0,0
404,Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @engadget: http://t.co/k4FId6DpR4,non_ironic,0,0
405,Sometimes it's #not about being #Cocky.. 😏😼 It's abt knowing what ur #Capable of & #doing it...... http://t.co/jmWKGojRNp,non_ironic,0,0
406,@muellnerpaul @jamieyuccas @KimJohnsonWCCO @KylieBearseWX don't forget @Ali_Lucia and @AshleyRobertsTV (they're as smart & kind as lovely),non_ironic,0,0
407,My #Christmas ritual...part one. #HowTheGrinchStoleChristmas http://t.co/yIJ6tiHmsM,non_ironic,0,0
408,#Sports -- #Carrick #replaces #Fletcher as #Man #United #vice-#captain. http://t.co/vTYg68Kggy via @reuters,non_ironic,0,0
409,@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed ,non_ironic,0,1
410,idk what I love more how cold my western civ class is or western civ. ,verbal_irony_polarity_contrast,1,1
411,I won't be surprised if shelling across pak border intensifies during Delhi Elections to change issues of election's. http://t.co/Ohgg9jQ6hJ,non_ironic,0,0
412,SmartPhone APP PAYS you!|see- http://t.co/Q2WB7riAvK||#Sprint #Verizon #folloback #tcot|Go 2: https://t.co/cpJZkEgNe7 http://t.co/pbleX7OWEX,non_ironic,0,0
413,Indian Urdu Daily Advocates Murdering Apostates After Extremist Hindu Groups Convert Muslims: The First... http://t.co/nASWVjnLZe,non_ironic,0,0
414,"I'm so glad that Jonathan Stewart had to have, his best game in 5 yrs against me in fantasy fb playoffs.....  #imout",non_ironic,0,1
415,@manicsue: You want to see something Irish!!Of all the reasons to be closed 😂😂😂 http://t.co/ePyGvA9pwU #irony,non_ironic,0,3
416,"@JonathanTopaz @politico Good points, but Republican party can be just as fractured. Together that makes for a disenchanted electorate.",non_ironic,0,0
417,Obviously my day is going to go fantastically well ,verbal_irony_polarity_contrast,1,1
418,I feel like crap today. So instead of Redbull I'm drinking something healthy. #NewYearNewMe  #TotallyStillGoingToDrinkTheRedbull,non_ironic,0,1
419,"Just bartered for a bottle of rum in best one, and got it down from £18 to £14. Happy Fucking New Year to me!!",non_ironic,0,0
420,Hungry and hungover  #a  #good #day,non_ironic,0,0
421,@FoxNews Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch.,non_ironic,0,0
422,thankful our stat teacher is dropping the lowest quiz @cupofjavi #lifesaved ,verbal_irony_polarity_contrast,1,1
423,I can't wait to jump in my bed tonight and sleep!😴 #sotired,verbal_irony_polarity_contrast,1,0
424,Waking up with your cat attacking your hand is always delightful..... #not,non_ironic,0,1
425,Shitty drivers are always fun. #not,non_ironic,0,1
426,So excited for the Christmas party with the snobby side of my fammm ,verbal_irony_polarity_contrast,1,1
427,Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?,non_ironic,0,3
428,If someone could come give me a massage that would be gr8,non_ironic,0,0
429,"tried to export an azure vm, well that went ok #sarcasm #vmcorrupt #thankyoumicrosoft #startalloveragain",non_ironic,0,1
430,Greek salad and I are lovers. That is all.,non_ironic,0,0
431,What do you all think of that Salt-N-Pepa Geico commercial? I think it's pretty terrible.,non_ironic,0,0
432,What a great Christmas. 😅 #not,non_ironic,0,1
433,Listened to Gimme Shelter while driving in the rain😂 ,non_ironic,0,2
434,@vincent_h3 At 2:30am? Who's gonna favourite it? An owl?,verbal_irony_polarity_contrast,1,0
435,"They decided 2 change King's trunks 2 gold, his logos 2 green & his tights to blue. How creative. .",non_ironic,0,1
436,@BarackObama So that is what happened the ACORN voter fraud people.,non_ironic,0,0
437,of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife ,non_ironic,0,1
438,"Christmas shopping take 2, the weekends attempt was a waste of time so lets try again #CantWait ",non_ironic,0,1
439,I find this farrrrr too funny 😂😂 #wow #can #u  http://t.co/4Ah4SUyDlW,non_ironic,0,0
440,@kimoen_peter  ___ I love that Song <3,non_ironic,0,0
441,@CraziestSex: Stay faithful or stay single,non_ironic,0,0
442,It's too early to be awake! 😖,verbal_irony_polarity_contrast,1,0
443,My prayers have been answered WE OUT,verbal_irony_polarity_contrast,1,0
444,When I start singing songs from Once More With Feeling to myself while at work... #Buffymusical #stuckinmyhead,non_ironic,0,0
445,America released the Cuban spies to get Cuba to release the American spy who caught those Cuban spies. ,non_ironic,0,2
446,"It's hot, it's humid & you're wearing uggs. Wow. Nice style! ",non_ironic,0,1
447,The  of how worst films become must see #films: http://t.co/rNJ4tl6syj,non_ironic,0,2
448,@MericaMcFreedom @Salon Because Bill makes too much money making speeches now and he's so honest :) ,non_ironic,0,1
449,"Don't think for a second I'm out to drown your memory, you ain't worth the whiskey",non_ironic,0,0
450,@banditelli But still bothers me that I see now follow up report.,non_ironic,0,0
451,@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout,non_ironic,0,1
452,Had no sleep and have got school now  happy😡,non_ironic,0,0
453,Who ever thought moving in the middle of December would be so peaceful? ,verbal_irony_polarity_contrast,1,2
454,Such a good lie in ,verbal_irony_polarity_contrast,1,1
455,@Tbose_BestT   People who are drinking and driving  now please,non_ironic,0,0
456,then that means it HAS to be square to him @kevinlicklider @TimOwensby @RBRNetwork1 @IndyEnigma @CalFreedomMom,non_ironic,0,0
457,Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day ,non_ironic,0,2
458,"@Devin_Heroux @CBCEyeopener @downtowncalgary was STUNNING today, wasn't it?",non_ironic,0,0
459,"Oh materialism, how I've missed you. ",non_ironic,0,1
460,3 episodes left I'm dying over here,non_ironic,0,0
461,Shakespeare is great  🙅🔫,non_ironic,0,1
