,tweet,predicted_class,predicted_label,actual_label
273,Who's eating everything on the table for Noche buena? 🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋,non_ironic,0,0
274,Who tf wants a Christmas elf tattooed on them? That's the dumbest shit I've ever heard of. #sorryimstoned #inkmasterfinale #inkmasterrivals,non_ironic,0,0
275,"There's millions of autobot & troll accounts on Twitter that post dumb sh*t for RT's, then people call them stupid & naive.||",non_ironic,0,1
276,@mel78carey I hopefully won't be here anyway fingers crossed x,non_ironic,0,0
277,"at least... I've got spine, cause I can feel the pain in my back. #thinkpositive|",non_ironic,0,1
278,"#Hunger #has  #vanished #from #our #affluent, even #overweight, #society –  http://t.co/7AqtTD2xYN",non_ironic,0,0
279,The music is always on in the office. Currently listening to Kids Bop Hanukkah on Spotify. Any other recommendations?  #onlyatnycr,irony,1,0
280,Girls who can rock this thang~ #PrincipalSwag  http://t.co/5eCiip7D3j,non_ironic,0,1
281,"@SusanCarlson111 If it's a ""Blue Ribbon Panel"", then it will be all good. ",non_ironic,0,1
282,@muellnerpaul @jamieyuccas @KimJohnsonWCCO @KylieBearseWX don't forget @Ali_Lucia and @AshleyRobertsTV (they're as smart & kind as lovely),non_ironic,0,0
283,Such quality customer service today by @Microsoft for the Xbox One  #thisiscrap #nothelpfulatall,non_ironic,0,1
284,Eskom load-shedding hammers the Rand again: http://t.co/L9CTtRVASn  Current spot rate USD1=R11.45 http://t.co/PGZHDkBJGD #VivaANCviva ,non_ironic,0,0
285,"@Steeeneer @TMZ I know,  right?  Not like the LAPD have anything better to do. This ain't a distraction or nothing.|",non_ironic,0,0
286,@CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,irony,1,1
287,Indian Urdu Daily Advocates Murdering Apostates After Extremist Hindu Groups Convert Muslims: The First... http://t.co/nASWVjnLZe,non_ironic,0,0
288,Feels so good 2 get off  2 have 2 go straight 2 school though...,non_ironic,0,1
289,@JordanNoftall that's funny ,non_ironic,0,1
290,Wow I really have the best luck known to man  😅,non_ironic,0,1
291,"@meestah_sahmon: Never ending, pointless, no cunt wins, tit for tat. Zero accountability and hunners of finger pointing. ",irony,1,0
292,My babygirl has an imaginary friend it's so cute to watch her talk to it.,non_ironic,0,0
293,"BJP-CONGRESS nt disclosing detail of 3600 cr. donation received,still Media/Bhakts questioning AAP  #MufflerMan http://t.co/eMUWoK00Tl",non_ironic,0,1
294,My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn  #giveitup,irony,1,1
295,Yay jury duty ?? #sarcasm,non_ironic,0,1
296,"I'm officially making today ""Single men get a smoothie"" day because that's who my customers have been all day.",non_ironic,0,0
297,I hope we get an ice palace and an invisible car #SPECTRE ,non_ironic,0,1
298,Drinking an Imperial IPA (2014-) by @GreenFlashBeer - http://t.co/IlJkEldUk4 #photo,non_ironic,0,0
299,Studying history;reading #gameofthrones | #asongofice&fire,non_ironic,0,1
300,Gripping new ebook not for the fainthearted or politically correct. Please visit site https://t.co/R99TXDaEt2,irony,1,0
301,Lady in red ❤️✨💋👸💃|#ootd #im #the #mom  #the #godmother #lol #athenakairalyn #baptism #love... http://t.co/2RSoEHSV0B,non_ironic,0,0
302,#bibotour & #champwithin founder @traciscampbell on @WCIU_YouAndMe w/dancers Ricky & Gracey #chicago #women,non_ironic,0,0
303,"This is very likely to end well. More vaccines is exactly what we need -.- ||"" Health and Human Services... http://t.co/ZhlVxWihFl",non_ironic,0,1
304,Goes both ways #make #love #not #war #peace http://t.co/fXUKcP3j2y... http://t.co/rxeVfBShsH,non_ironic,0,0
305,@eiafc seriously in the clothes section F&F,non_ironic,0,0
306,i can't believe all the shits for the past days are finally over!,non_ironic,0,0
307,"Welcome to metro RT @BallardHSSports: ""Thanks to Seattle Prep for finally removing their starters up 34 with 3:30 left. """,non_ironic,0,1
308,@the_mullinator @JumaaneWilliams I'm sure it's largely ignored in practice. In NY you can't do any govt work if you have convicts ,non_ironic,0,1
309,@UberStaub you have never seen me,non_ironic,0,0
310,This time change is crazy. Everyones all up here like woohoo its 11am lets live life! & I'm like it is 5am & I have not slept at all yet.,non_ironic,0,0
311,#GuruMantra for #success. #entrepreneur #startup http://t.co/6MU1xauCZM,non_ironic,0,0
312,I fell asleep posting my last post. ,irony,1,1
313,"Um, really @RollingStone?  #nothanks #UVA http://t.co/8ARdG99p8L",non_ironic,0,1
314,i hate waking up in the mornings ??#basicbrianna #not #an #early #bird,non_ironic,0,0
315,@SurianibteAbu if it got the attention of the smartass to comment that.. Didnt it work anyway?? #irony,non_ironic,0,1
316,"Wow thanks for the good vibes right before my exam, parents. ",irony,1,1
317,"What the hell has happened to Shahid Afridi in last couple of days? Left alone more bouncers than played, got a review right. #pakvnz",non_ironic,0,0
318,"@RealFrnkPhister Even though @PGA_JohnDaly's got more ex-wives than @PGATour majors, I'm happy for that washed-up mess... #Not!! #Blocked",irony,1,1
319,That moment when someone accidentally deletes everything on your phone #BestChristmasEver ,non_ironic,0,1
320,@cnsnews I've heard liberals defending bombing civilians along with terrorists w/o trial but still claim Enh Interrogations and Gitmo evil.,non_ironic,0,0
321,@twitter Please follow me. I have a technical question. Thanks.,irony,1,0
322,@Heathmusic So...I should click on the link in your private message to see the nasty rumor going around about me?  #boohackers,non_ironic,0,1
323,About to write my math final really excited  #somethingrandom http://t.co/by8fVYYyZR,non_ironic,0,1
324,I have such a wonderful gf! ,non_ironic,0,1
325,Good crowd at the Independence Bowl...,irony,1,1
326,Oh god I just so happens that i love really LOVE slow internet #slowinternet ,non_ironic,0,1
327,Visit #Tripplebeam #Music #Promotions @ http://t.co/AClm33f8HE #Michigan http://t.co/hDMt6Kpu8N,non_ironic,0,0
328,@RevArun @c_of_e Money 4 Church|http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2: https://t.co/cpJZkEgNe7,non_ironic,0,0
329,Ed Sheeran smashing out his tunes on the Victoria's Secret catwalk. Ginger legend!,irony,1,0
330,"Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS  #hesnodeed",non_ironic,0,1
331,@mattyzee It's ok...thanks for telling me. Passed the idea on to a sydney friend :),non_ironic,0,0
332,I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,non_ironic,0,1
333,"The word ""#Trust"" coming out of the mouths of #Holder or #Obama is just rich with  and #hypocrisy. #IRS #racebaiters",non_ironic,0,1
334, acceptable 2 hours to drive 30 miles Cheshire-Manchester yesterday. Northern Powerhouse?,non_ironic,0,0
335,"@washingtonpost WOW, so now things are going to change? Never heard that before from the opposition. Please vote, it works so well ",non_ironic,0,1
336,Left home at 7.30am and still trying to get to work. I just want to cry!! #happymonday ,non_ironic,0,1
337,Gonna be the shittest Christmas ever without my mum.. Gonna get so drunk 🍹🍹🍹🍹🍹🍹,non_ironic,0,0
338,@KimKardashian actually cropped out her daughter in this pic for a selfie 🙈 #topmum  http://t.co/lfxHIlkZEV,non_ironic,0,1
339,@vincent_h3 At 2:30am? Who's gonna favourite it? An owl?,non_ironic,0,0
340,"Breaking news!  RT @liverpool: Mario Balotelli isn't a team player, according to Adel Taarabt http://t.co/UB48QVWkEE",non_ironic,0,1
341,@AusPublica @KateOnTheGo Your views are not right wing or left wing...just vile.,irony,1,0
342,"@IBMcloud @MidmarketIBM What on earth does that mean ""Cloud vs Mobile""? It's Cloud-Mobile - or basically Client-Server 2.0",non_ironic,0,0
343,Farting like the world is ending,irony,1,0
344,Just delivered @DominiqueAnsel #cronuts to @BouchonBakeryRC hmmm  its for a customer I hope!!! http://t.co/KDx0FhVqCW,non_ironic,0,1
345,Ouch that hurt 😂 ,non_ironic,0,1
346,"you seem super smart MT ""@GrannyMarried: @Docjp @JoAnnEileen ||#NO #BLEEDING happening in #WaterBoarding = it's #Not #Torture""",non_ironic,0,1
347,I now have ZERO resect for DeMarcus Cousins.,non_ironic,0,0
348,We spend our childhood in a hurry to grow up and when we grow up we want to retain our childlike nature! #justsaying  #lifegoals #kids,non_ironic,0,1
349,@teemysbosworth yay!!!! It works  #HateWhenThingsDontWorkRight,non_ironic,0,1
350,Hafeez's slider is TOO much of a mess. Bowling it from 'back-of-the-palm' & that too at ~90kph require EXTENSION http://t.co/KiGLPZY876,non_ironic,0,0
351,but he is a lot of laughs @ken_malinowski @hiramabiffarch @HotNostrilsrFun @P4R4L3G4L @RBRNetwork1,non_ironic,0,0
352,"@MBCompanyMan Also, I would not that my tone was joking, though it's difficult to properly convey that in a Tweet. ",irony,1,1
353,"@KbJ5: Things to complain about on Christmas day. I have a pimple in my ear"" @Delakotze #ThanksObama""  #LegitReasonToComplain",non_ironic,0,1
354,@muayguyblog @EFCworldwide what???? No verbal submission? ,non_ironic,0,1
355,"Work done, gym done, steak for tea and Friday tomorrow #woohoo 😃👍",irony,1,0
356,my favorite thing to do on Tuesday is write psychology papers😐  #killme,non_ironic,0,1
357,@sashadaisical @JOJEHARVEY definitely the latter : o,non_ironic,0,0
358,Another @virginmedia  moment. We can't be bothered to fix your broadband problem but would you like to buy an Iphone6 of us! HELL NO!!,irony,1,1
359,"@steigerwaldino Nah, it's better we all act like the North Korean govt and police people's private thoughts. ",non_ironic,0,1
360,Still time 2 enter my @ModereUS sample #giveaway on my @YouTube channel! Check it out here http://t.co/4BUMuM2Rqh #modere #bbloggers #beauty,non_ironic,0,0
361,Congress just screwed us but it's a great day in the District because we got another stadium! #sarcasm,non_ironic,0,1
362,@SP_EnergyPeople are actually going to contact me rather than just apologising via Twitter?,non_ironic,0,0
363,Just a had a Bruce Springsteen flashback. *shudder* @HeyAmie @GirlFromThe216 @lexus1scott @masongoodman @Case4Cleveland,non_ironic,0,0
364,Being able to think your self angry is such a nice gift to have...  #ItsACurse,non_ironic,0,1
365,This guy who started jack hammering at 6 this morning right outside my window can stop anytime now!! #sleepingbeauty ,non_ironic,0,1
366,That's nice. ,non_ironic,0,1
367,#notcies #eu Commissioner Creu reassures Committee of the Regions: Junckers investment plan will complement coh... http://t.co/GHhKvB2hbN,non_ironic,0,0
368,I can't wait to jump in my bed tonight and sleep!😴 #sotired,non_ironic,0,0
369,"Love ya Jerry, but what the heck was that?",non_ironic,0,0
370,"My dad would have a shotgun ready|""My dad would offer him a beer""|""My dad would ask him to join his clan""|😂 @rannimarti @Hartswormx3",non_ironic,0,0
371,: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist,non_ironic,0,1
372,@CamInman @BeeJayCee02 we all know how well we did under Erickson. ,non_ironic,0,1
373,For some reason I feel the classiest when I'm wearing $3 fake pearl necklaces. ? Lol,non_ironic,0,1
374,Girls with British accents.. 👌 On point.,irony,1,0
375,Going to the game tonight by myself sounds so fun ,non_ironic,0,1
376,@TargetZonePT 😡 no he bloody isn't I was upstairs getting changed !,non_ironic,0,0
377,@BestProAdvice: http://t.co/yRl7MbKNzB  true....you can't replace your one and only mam.,non_ironic,0,0
378,#NOT ALL ?? There good & bad in every occupation & race ???? #Stop Labeling #Not All ?? http://t.co/CMoOOnNGQi,non_ironic,0,0
379,@kemmerinB I'm gunna sit here and ,non_ironic,0,0
380,@Monaiza_Diva kabhi I'm messier than usual messy wesay 😣 I need chai & I'm resting for last 2 days. May be this is the reason.,non_ironic,0,0
381,"Hi Orgabeh, so we meet again. I think you're my soulmate. 😍  zzzzZzz 😫  #patience",non_ironic,0,1
382,"#If we're  #careful, #literacy #will #become #a #historical #blip: It's a summer... http://t.co/fl2FomCYXU",non_ironic,0,0
383,History check anyone know what this is? http://t.co/KtR2yqKrxd,non_ironic,0,0
384,Glad there's not a typhoon where we go on holiday in 4 weeks.  #fml,non_ironic,0,1
385,"People who tell people with anxiety to ""just stop worrying about it"" are my favorite kind of people #not #educateyourself",non_ironic,0,1
386,Kind of frustrated that Christmas break is my first real obligation-free break this year........ and I end up sick for most of it -_-,irony,1,0
387,> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.,non_ironic,0,0
388,that is the face of a tired man hahahahah,non_ironic,0,0
389,"Too late, thrown the #PS4 out of the window last night cus i couldn't play  http://t.co/L86S0O47Aq",non_ironic,0,1
390,"Awake this early on my only day off before christmas...feeling ill banging head, bunged up, shivering... Just what I need!!!! ",non_ironic,0,1
391,Queens Of The Stone Age no Rock In Rio http://t.co/rhqRtBAxGm ícias #queensofthestoneage #rockinrio,non_ironic,0,0
392,@TrevorDickerson but hey we could just kill their kids in a drone strike cause that strategy seems to b working so well and #not,non_ironic,0,1
393,#Funny #18+ Turn On aquabreeze:||disgustinghotels:||#not all men http://t.co/F4OEPX8uob,non_ironic,0,0
394,"@Eskom_SA street lights on during the day in Clayville, Olifantsfontein. This should not be happening with #loadshedding problems. -on",non_ironic,0,0
395, at peak!! ;) http://t.co/1uHgVlNzfp,non_ironic,0,0
396,@quiksilverindia A cool look and a cool mind is all you need to party all night. |#QuiksilverGoesSupersonic http://t.co/e1YA69hkNC,non_ironic,0,0
397,Bhopal victims don't get justice aft 30yrs but don't find place in prime and a man traveling in business cls is prime time news.. ,irony,1,1
398,"I guess I'm not sleeping tonight, I didn't want to leave anyways ",non_ironic,0,1
399,"Thanks mom for all those lovely words, you just love to let me know how proud you are of me | #wordshurt",non_ironic,0,1
400,Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @engadget: http://t.co/k4FId6DpR4,non_ironic,0,0
401,Walking to school is so awesome ,irony,1,1
402,seeing ppl walking w/ crutches makes me really excited for the next 3 weeks of my life ,non_ironic,0,1
403,"@JHill_Official @brianfriedman @OK_Magazine outta the boardroom, I to the partay!! #luvvit",non_ironic,0,0
404,@wakkatidus1234 They say #not #responsible and your #NotWorthIt to offer even $10 #discounts for the worst #customerservice I have ever had!,non_ironic,0,0
405,@ArianaGicPerry Ahem... yeah.. something like that ;)#irony is one of the few things keeping sanity when facing RU propaganda. #CrazyIvan,non_ironic,0,0
406,How exciting he's walking all by himself #amazing #strength #hardwork #love http://t.co/sfr4lhY58G,non_ironic,0,0
407,http://t.co/nzK3dNmOAD Having sooo much fun in math 😂 #math #class #drawing #music #eye #snowflake #flo... http://t.co/gEKOKAACXI,non_ironic,0,1
408,@samsung worst mobiles in india. Every 1 looks the same. Every model hangs from 4th day onwards. #samsung  #recommended,non_ironic,0,0
409,Plan on using the last 16% of my battery on listening to @CountingCrows @countingcrowsto get through the day #big☆now,irony,1,0
410,Gotta go home and cook a big breakfast 🍴,non_ironic,0,0
411,"see, that MIGHT show up on a background check, and you'd be denied its a catch 22 we have the right to self protection @serpentina66",non_ironic,0,0
412,"Amen, that's due to them  having respect for themselves. http://t.co/vWIPkscXzV",non_ironic,0,0
413,Sysdig Cloud - The Fascinating World of Linux System Calls < reminds me of my Solaris dtrace days in early 2000's http://t.co/e3YYx07tgQ,non_ironic,0,0
414,My dads letting me drywall with him for Christmas. Just what I always wanted. ,non_ironic,0,1
415,Listening to the rain in bed #Peacefull ☔️💦💧💦,non_ironic,0,0
416,The quest for #GoSupersonic tickets continue -_-,non_ironic,0,0
417,OMG! #Berlin is so fashion!  #vscocam http://t.co/J6qrlxv82z,non_ironic,0,1
418,#sorry  #sorry I always do this... #cant #help #it #im #an #asshole #like #that http://t.co/Zp4JIBpSbj,non_ironic,0,0
419,"I have footy socks on, trackies, a tee, a fluffy dressing gown and I'm wrapped up in my quilt... I sweating bean but shivering my nuds off",non_ironic,0,0
420,#kimk dress style!!! @love s it or ? #balenciaga #kimkardashianwest #kimkardashian #vestito #moda #2014 #go... http://t.co/pS7ynPlSjE,non_ironic,0,0
421,You are so cool! ,irony,1,1
422, : #BlackOnBlackCrime comitted by|#BlackLivesMatter #Protest in #FERGUSON ?|http://t.co/SEPGzy9Bzb|Post RTs @|http://t.co/OXybfwwWb6,non_ironic,0,0
423,50 mph winds make a great hair fan for a photo shoot. 😃,irony,1,1
424,stomach flu once again...what a surprise.  😒😷,irony,1,1
425,@banditelli But still bothers me that I see now follow up report.,non_ironic,0,0
426,"While politicians are busy in scuffles #PakArmy is doing their job yet maligned  ""@peaceful_h:Salute 2 PAKARMY http://t.co/XZje4FxCLf""",non_ironic,0,1
427,@AfterGrogBlog #pantsdowntiggy was his crime. Pixelation #moot or #irony,non_ironic,0,0
428,"My dad's still gonna get me santa's gifts since it's my last year before 18, but I really don't know what to ask for... #irony",irony,1,1
429,#NYPD  😟😕😢😪😞 not cute #NYPDMutiny I am sure the citizens feel real safe  you showed us who you are.,non_ironic,0,1
430,At least my tan looks good 😳😂  need to learn to appreciate my pale skin 🙈,non_ironic,0,1
431,@KalobTaulien @twitter Yes on Auto-messagers No to #FollowBackers ... They make me money over on TSU. Thx your post||http://t.co/ALSThKb1pG,non_ironic,0,0
432,My dad's such a big kid on Christmas morning waking everyone up so bloody early,non_ironic,0,0
433,I liked a @YouTube video from @_stylebydani_ http://t.co/QGjcBlZYPt 2015 Challenge! Style By Dani,non_ironic,0,0
434,"Rodgers needs to go man , didn't think I would ever say it but he has bought some shit players there  #good #enough",non_ironic,0,0
435,@Quikr @Vh1Supersonic |Its @DILLONFRANCIS  bcoz he is so #Nasty and loves his  ...||#GoSupersonicQuikr,non_ironic,0,0
436,@MikeIsler Thank you! I think i filled it out correctly,irony,1,0
437,Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail,irony,1,1
438,@Jude_Mugabi is it squirt or squat?,non_ironic,0,0
439,Should be a balanced view then  @pjhelliar @theprojecttv,non_ironic,0,1
440,Have you lost your zing? Working too hard? Check out my latest quickie: http://t.co/LgIdZ4Itcx|#dreamagain #habitually #internetmarketnewbie,non_ironic,0,0
441,Feeling the irony of using  to find people ironically using the work irony wrong. #metahipster,non_ironic,0,1
442,"@NoFlyDawn @daibyday This sounds high, but is safe for short term use. It dramatically increases antimicrobial peptides in the blood.",non_ironic,0,0
443,@junior_miller @gordonkeith Junior got a rim shot for a 'rim job' joke. ,irony,1,1
444,Church sign of the day: How would you feel if we celebrated your birthday without you? 🙊 #StoleEm #TheReasonForTheSeason,non_ironic,0,0
