index,label,tweet
493,0,@Pret hmmm interesting 'jury's out' but edging towards the right side of 'favourable' !! #hopethathelps
494,0,let it go #afraid#frozen http://t.co/QUcRVym5J7
495,1,@dannyV916 @bagmansgirl Yes. I want to honor someone who died so I'll go steal a TV and Xbox and whatever else I feel entitled to 
496,1,"managing to fall flat on my face up the library stairs, has just made it to the top of  my list of proudest student moments "
497,1,I love being unappreciated 
498,1,The shadowy Investigatory Powers Tribunal says tapping of major Internet cables OK. That's alright then.  https://t.co/frmXlojrLE
499,1,"Welcome to metro RT @BallardHSSports: ""Thanks to Seattle Prep for finally removing their starters up 34 with 3:30 left. """
500,2,I like the feeling when people thinks they're 2 steps ahead of me... But the truth is they're miles and miles behind me AHAHAHAHA |#sarcasm
501,1,@deWaardSara You can afford stocks? Teachers make SO MUCH money it's crazy! 
502,1,Oh hello flu! Thank you for fooling me in thinking you were gone! I missed you so much!  #flu #yaay
503,3,Husband coming home early? #mongkok #kowloon #hongkong #dongiotravels  #50thfloor ... http://t.co/vvAWP30vua http://t.co/qdEScaifSk
504,0,"In case you haven't heard, this is happening - #WingedWarriors - http://t.co/SwUnbDChcB http://t.co/Uq01NXXusO"
505,1,I like creepy guys that ask me random questions at swic 
506,0,@LandODaFree It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.
507,0,@LondonBum WTF!!!! Was that 😂😂😂 #GangstaWankstaYard 
508,0,#Indonesia -- #Four #large #parts of #crashed #AirAsia #jet #found #on #sea #floor. http://t.co/X25ajY5qiZ via @reuters
509,0,"or a trout, or northern pike|@brownbearmike1 @RBRNetwork1 @Anan_VII @Dolphin__Man @Graves9"
510,0,@EdMartin_Music excited for 2015 its gonna be a good year for music ur gonna smash it #Ed🎤
511,0,@ChancelleM have you heard back yet?!
512,1,Most useful algorithm I've learned in class so far is finding a substring by using the fast fourier transform 
513,0,@koadmedia how many championships? You trying to say that makes him worth more than Saban?
514,3,@Espngreeny Aren't humans the ones who are playing the sport? 
515,0,@carlyaquilino:  weird http://t.co/ApFZyGEtVr @gampnasty
516,3,"@araancheta Yes ara i am not, and you know that. Hahaha 🙊  😂"
517,0,So excited for a whole new episode RHOA love this show!!!!!
518,0,More than word just in this selfie .. The Egyptian legends. |#BestSelfie2014 | http://t.co/p2GgKDT8Vi
519,1,Feels so good 2 get off  2 have 2 go straight 2 school though...
520,1,Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.
521,2,Execute commands the beginning of a job but it is used to end a person's life Now that's 
522,0,@RabbiJason @JewishNewsDet By definition placing money on the outcome of anything is gambling! Choosing to deny this is self delusion
523,2,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop 
524,0,@SqueezeMy_Lemon @RealSports @MapleLeafs @TORHABSFAN well played Matt. Well played.
525,0,@TrendsMumbai @AbsolutIndia @EVC_India And it starts :P |#GetEnchanted
526,0,"Kyle it won't let me @ you? But yeah, we are grown ass men with fast cars. Who gives af lol. And bring it to my room hooah? See ya in a bit."
527,0,Merry Christmas to all my friends and family... Santa just finished at my house!! http://t.co/0wD2HH7JpS
528,1,50 mph winds make a great hair fan for a photo shoot. 😃
529,2,"@TheGodlessNorth Indonesia does: blasphemy laws & ministry of religious affairs,which also happens to be the most corrupt ministry. "
530,1,"@RedSox you guys sure screwed this up royally. I'm happy for Lester, the brain trust over there sucks. #nicejob  #LesterToChicago"
531,0,There's always that one friend to motivate and make you feel better. El7amdellah 3la wjoodch fe 7ayaty yaa dctortna el jameela <3 @Galb_dxb
532,0,"@HELENOHENZO Your not understanding something, does  make you an expert in the field."
533,0,i feel like whole life is about waiting waiting and waiting
534,0,#bibotour & #champwithin founder @traciscampbell on @WCIU_YouAndMe w/dancers Ricky & Gracey #chicago #women
535,2,Gareth's polar opposite is a chicken-loving vegetarian 😂🐣  #Bones @andjwest
536,0,So not okay with DB's racist jokes.
537,1,@Luxtonr7 @adamjamesberack LFC worst start in 50 years and still above EFC.... that is funny!!! #WishWeHadA28MilStriker 
538,1,@jenditchburn because it's much more important to unilaterally remove restrictions on oil and gas sector. 
539,1,I've definitely caught my sisters flu. Feeling a chesty cough brewing and it's the best start to the week. TGIM 
540,0,@benmaller public hammering the Steelers all week. Juicy.
541,0,http://t.co/QLzEP7GbWJ #FLOOD OF #NOAH #HovindTheory #ICEAGE #Bible #Church #Christians #Jews #tcot #... http://t.co/VKqZgYGo2O
542,0,"#Sopping #wet|#Squishing #mud #between #toes...||Well, why ...|#Swimming in a #mud #puddle"
543,0,Why didn't I start watching the tudors earlier? #iloveit
544,1,@maryeags everyone just wants to be you your just sooooo cool 
545,0,Gotta record my favorite show Tamar&Vince season finale!!!💜
546,0,"Someone discovered that they do indeed have a tail and that it is, in fact, fun to play with http://t.co/szKw1asSrT"
547,1,I bet its warmer in Nova Scotia today! #frio #cold #freezing #costadelsol   #IloveCanada
548,1,@Giraffe737 the good old days! 
549,3,"My dove wrapper told me to be mischievous, so if anything happens, that's my extenuating, external attribution to blame  #psych"
550,0,@SheikhLarki try Naheed akhtar & nayyara noor too. gOLD stash.
551,0,Don't give up what you want most for what you want now. #inspiration #motivationalquotes #startup
552,0,@iZedricxGaza try your luck tom! You can be one of the 20 free passers and makatanggap ng free item from david. Okay na yun tas uwi haha
553,3,@vhdawg The day one of him minions was carrying a sign saying my mother was fat was one of mine. 
554,0,"Absolutely no #ALP or @jrobertsonmp fan, but seriously many have done this before him & many will. #Scapegoat #Excuse he was a lame duck"
555,2,"@SusanCalman @ClaireofThorpe Yet no ""dog in the manger"" that actually makes it a dog in a manger story #Irony"
556,1,"Of course I'm not nervous, I'm hyperventilating for fun. "
557,0,Harry's literally such a good person it hurts my heart BYE #InternationalHarryStylesDay
558,0,"Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS"
559,0,#Cuba #sees #long #struggle #ahead #before #U.S. #lifts #embargo. http://t.co/6VPoREcJcX via @reuters
560,0,"don't knw how to react everytime sum1 says me being in a wheelchair ""inspires"" them! im just living they same you are dude"
561,2,Girls won't answer their phone when I'm calling them bc they think I'm calling them in early but I'm actually calling to cut them #irony
562,0,@nfullers98 that's my Saturday night entertainment....
563,0,@Cutneaux who said that retarded nonsense?
564,0,Lighting now setup on the #Malawi #Aquarium... Water tomorrow! #Cichlids #NoFilter #MarineWhite http://t.co/7VWnRNzgCk
565,0,"#Its  #Over, Its Not Finished|Its Not Ending, Its Only The #Beginning When #God Is In It, #All #Things Are... http://t.co/AeUf5jNxwU"
566,0,Each snooze button is more tempting than the last 😴🆘
567,0,Cannot wait to be home but gonna miss alot of people 👎 ah roll on the new year 👍 #sligowillbehithardagain
568,1,Horray to working all weekend! #sarcasm #ohwell 💰💰👍😏
569,1,So they lost....such a shame...I was really rooting for them ... #LFC
570,0,@van_strael @NatGeo |We live in a world where even the neighbors look alien. 
571,2,These Student Athletes Really Picked The Wrong Class To Cheat In http://t.co/JWeNktzy7M via @MTVNews 
572,1,Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face. 
573,0,"@Jaketallow but if you feel like it's relevant don't worry about the word limit man, at least you're doing it"
574,1,I just love not being able to sleep..  #sotired
575,0,The music is always on in the office. Currently listening to Kids Bop Hanukkah on Spotify. Any other recommendations?  #onlyatnycr
576,1,Still awake sooo that's nice... 
577,1,Look good feel good! #not #TeamNoSleep #cantopeneyes
578,0,@dirtydeathdog @PillzSufrie @billisFPS @BFDaily yeah they look like plastic :/
579,2,"danniella westbrook went to a food bank she should have gone to Iceland, oh yeah she fucked that up too   #freedomofspeech"
580,1,"Well today is off to a great start, might as well be Monday "
581,1,"@ProgressMich kids don't need schools! Schools just turn them into gay atheists, gaytheists, if you will. #sarcasm"
582,3,I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony
583,0, just our problem - The Express Tribune http://t.co/KmDQn0IZ3P
584,0,"Dear Next Person that seeks to educate me on anything PLEASE be very educated themselves, which means knowing multiple points of view http:..."
585,0,#Happy young chap  ashamed of my God and my savior #spreading the word of God n life of Christ #successful entrepreneur #MindOfGod
586,0,@ErrolNazareth @TheDangelo How can you even keep up with all this great music?!
587,0,Those that are  #BritishRoyalty should Not presume #Titles or do any #PublicDuties
588,0, EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS
589,0,@RoughHouseSGW rollins was so pissed off haha
590,1,Wow Tim Hortons Cobourg is really on their A game today 
591,0,"@craftsBoy Marvellous!Sounds nothing like any jingle bells song i've ever heard!I can see you in mismatched socks,tights & cricket gear :-)"
592,0,The winner goes to this stocking! They bribed me. ;) http://t.co/JagIuUrxe7
593,0,@PatWilsonInfo Huh? It's a graphical representation of what's happening. Nothing is out there to take a photo!
594,0,Still in da process #drawing #sketch #fishkoi #tattoo #not #yet #finish http://t.co/ZtoXiSYXgs
595,0,"@ShowbizSecrets not surprised, it was epic."
596,3,@LukeLPearson hmm... let me think about that #sarcasm
597,3,@KaylaBattaglia thanks I thought it was tomorrow #not #iknow #notthepoint
598,0,She's got something you just can't trust|It's something mysterious....
599,1,I love being wide awake at 4am  #insomnia #nosleepdecember
600,1,Should I buy these? And become a full time hipster? Lol! #NOT..... http://t.co/bhSSX3lVNh
601,1,7 am. Pilates Now I get to go home and get ready for work! AMAZING! 
602,2,Also it is funny how things at work get done when I'm on my off week #sarcasm
603,1,"I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker "
604,1,I always LOVED that my family was the last one to open presents 
605,2,"@Boeing, @SpaceX told to stop work under crew contracts #irony http://t.co/1Hyb70IATA"
606,0,@RevArun @c_of_e Money 4 Church|http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2: https://t.co/cpJZkEgNe7
607,3,@davidvitty to watch re blues? Chelsea's of course 
608,0,"Some ""new"" vinyl on the turntable tonight. Here's to you Joe. @TheClash #JoeStrummer #Sandinista http://t.co/2N3ZjJZYQo"
609,2,"Have you ever seen the like?? 'Republican move' that will 'effectively rob the royal family', Kate's 32k meal #irony http://t.co/BiGb5u44Eh"
610,0,@HallieCiera Well maybe if you werent such a noob you would be up talking to me at 2:30 in the morning :P
611,0,Oh look - wrapping presents is SO easy...here's the video to prove it!!!|http://t.co/f6QFevN0Ka
612,2,@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game 
613,1,"What a lovely morning, #Delhi government bans #Uber - looks like rape will stop in Delhi now  #aretheyserious"
614,1,Such a fun day in the lib studying Econ for 14 hours.. can't wait to do it again tomorrow  #ThisIsMiserable
615,1,Always nice when a 40 year old man you don't know calls you pretty 
616,0,"Same as what Whoopi said about rape of 13 yo by Roman Polanski. Not ""rape rape"" b/c she was drugged. http://t.co/q0a0PWMghK via @JustJared"
617,0,Rants about being pregnant and judged for buying a bottle of wine. Poses weekly for belly pics in front of wine rack.  or #fail ?
618,1,Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. 😑 
619,0,The long commute to work;  for this #KeyboardCowboy #anyonecancode @codeorg http://t.co/g6ZlQIdHm7
620,2,The dude who told me money isn't everything is arguing with his son over money. In public. 
621,0,@FleurEast @lilyallen and why wouldn't you be after THAT performance!
622,0,@TomBull114 are you looking at the wrong profile picture?
623,1,"Well done @Conservatives, you're doing a great job  ""@SkyNews: A&E Waiting Times Worst Since Records Began http://t.co/bKkeZqtEuL"""
624,0,Queens Of The Stone Age no Rock In Rio http://t.co/rhqRtBAxGm ícias #queensofthestoneage #rockinrio
625,0,"#Legend says if you stand in front of a mirror+say ""I can't even"" 3 times, a girl in #yogapants will appear+give you a pumpkin spice latte."
626,0,It was a greaaaat night! ☺️😁
627,1,@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor.... 
628,1,"Hehehehe ""@Trevoredgar86: @nealcol @LFC what a shame """
629,1,"Well, my nmu computer just took a poop on me :/ hopefully it will start back up later.. #whatDoIExpect #NMUComputersAreTheBest  😑😒"
630,1,Totally been killing it with my assignments lately  #socollege
631,1,What an eventful weekend 
632,1,White people are irrelevant at this point. The black community needs to rise ABOVE y'all are in control!!!!!! #truth
633,0,I have to say... I'm really excited about Brendan Fraser's birthday tomorrow. #BrendanFraserBirthdayBash
634,0,"Feel bad, confused over NY cop controversy. That one is on camera. @michael brown @ferguson  so clear #Love your neighbor"
635,1,"Don't know about y'all but, I'm super excited to get out there clean off my car, shovel and deal with fools on the road. Oh yeah. "
636,1,Such a great damn day. 
637,3,Decide that you want it more than you are afraid of it. -Bill Cosby|#irony
638,1,Love that I can count on people. 
639,0,Am I the only one who finds it very stressful when the #OrionLaunch feed keeps buffering...?!
640,0,"@srossi72 @RFerdenzi I wish son. like I said, twitter, wit on twitter and the magic of photos that are  3D = smoke and mirrors effect."
641,0,you know what would make break 1000000x times better?||not having practice.
642,2,"I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken? http://t.co/9CFGuU4Q17"
643,1,Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed
644,0,"@TheOliverStone After 1989, why did NATO need to expand?"
645,0,"You'd hope that a film like that would lose relevance after a couple decades, but nope."
646,0,Why are babies constantly sick everywhere. It's like why can't u just keep the food you eat in ur belly and  #on #the #floor
647,0,"I cut my dominant tweeting finger on the milo tin. But as you can see, I'm a survivor."
648,1,So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain
649,3,"Wait...  wait...  wait...  isn't the font on that t-shirt ""comic sans?""  @KingJames #ICantBreathe http://t.co/qwpv9OqGgd"
650,1,Great start to the day 
651,0,@TMJ4Steve @AlTruda73 not knowing that it was about covering the points hasn't kept us from winning two weeks and almost winning a 3rd.
652,3,"If loose lips sink ships, then loose tweets sink fleets. ? (@ NASNI Theatre in Coronado, CA) https://t.co/dvFfrwO74Q"
653,1,Great way to start of the day 
654,0,#Christmas  #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj
655,1,Thank you Aidyn and Adele for getting me sick. 
656,0,Has @CNN @donlemon shown up to speak with #ZemirBegic family yet?
657,0,http://t.co/9OaDmAo6uY <-Video $ #SmartPhone can pay you to post!||#iphone #samsung #S4 #S3 #ipad #tablet #mlm|Start@ http://t.co/SgHR1XvKbd
658,2,So I heard a college dropout is offering a graduate from best College a jawdropping package! 
659,0,This time change is crazy. Everyones all up here like woohoo its 11am lets live life! & I'm like it is 5am & I have not slept at all yet.
660,0,"#OrionLaunch go, no-go, go, no-go. I'm getting dizzy... Imagine if there was a crew in there - how stressful would this be?!"
661,0,It was so incredible to hear Justice Ginsburg speak today. She truly is an inspiration.
662,1,Original Content is hard to come by. -Anonymous #writingtips  #quoteoftheday
663,3,They bombarded out country  #immigration @BBCr4today
664,0,@afneil @daily_politics @TheSunNewspaper Missed off the  hashtag?
665,1,Heading to my nanas place its going to be so fun 
666,0,"@Alan_Juventino I don't blame you bro, if i was married to @ClaudiaRomani I too would support Milan 😊 http://t.co/8aTrR8ZEiE"
667,2,@Shaneonair large companies don't pay tax and get away with it.individuals who don't pay get locked up or fined. 
668,0,@fredwimpy Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU CAN $ TOO! go to http://t.co/JUmMWi0AyT
669,0,"@lionhart32 @Dosta1 @BSButcher My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin."
670,0,@tombitt I wonder what % of that 43% agree on what a private cloud is
671,1,@JeremyCee @oldmanebro thank God for Kanye giving these unknowns some help. 
672,1,"@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over "
673,0,that is the face of a tired man hahahahah
674,0,#and #As #But #Cake #Like #MMs #Made #Make  #Food|Please RT: http://t.co/SDrBy5tNd5 http://t.co/wiH6mB1Pfx
675,1,"'All we do is eat, watch movies and kick the shit out of each other' 😂 #RelationshipGoalsAccomplished "
676,2,The people supporting police violence seem to be the same assholes that scream about government over-reach.  #cognitivedissonance
677,3,"Few #relations are by #chance, few are by #choice and few are by #Facebook!! #irony"
678,1,@TheLouieMiguel what a way to start the new year 
679,1,Good thing I gotta work today 👍 
680,0,@Milanforever138 @RossellaMarrai 47% for Serie A ? Is this for real ?
681,0,@TheLuluLife I take it you're not in England then ; )
682,1,There's nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam!! 
683,3,Why is ISIS an acronym for words in English? 
684,0,@ECU_ALUM @its_carolxo @SteveInTheCut @MikeJonesWaPo true that! We just keep giving them 💰 with no return #charity
685,2,Just realized that the name of the comic sans' creator means asshole in French #nooffense 
686,3,#NBA players #NY support protests of #police killings/sure #money donations for #college WB coming   http://t.co/WothDOXXeM
687,2,"@Navrooz and among 8 of #duleepSingh children,none had one! "
688,0,@corporateknight don't know how#Monsanto # among 100 most sustainable Cos in the world sure all parameters are measured#net positive?
689,0,@FireInTheLyons Go you! #not Home until the 1st Jan. So excited!
690,1,Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow 
691,0,How could he kill is best friend  #a true #friend
692,0,LOL lets see if he actually READS it|@Laura_Charlii @RBRNetwork1 @Graves9
693,0,@Trags Blount also out. You would think this could be the game that White gets some action. I guess not.
694,0,I don't even have progress on my thesis tas preparations for our event this thursday 😩
695,1,"@Spencer_Downey @FFPMMarc ooh, that looks like so much fun! "
696,1,Keep running from your problems. That always works. 
697,1,Another day just livin the dream  #needmoremoney
698,1,Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not
699,1,Well said @Nigel_Farage! I for one am fed up of all these women breastfeeding ostentatiously! 
700,1,Yet another out of a million doctor visits tomorrow...so.stoked. 
701,0,@kennisibueno You truly are my son.
702,0,Stop by and pick up Alexandra's book with a coupon! http://t.co/7CIq1JgQ6X
703,0,One things for sure IMA make y'all folks remember me.
704,1,"@caboosemichaelj yeah. So as you can see, I have great success with the ladies! And I'm totally excited for having sex some more! "
705,1,#great  #A #All #Burst #Christmas #diy #crafts|Please RT: http://t.co/sGEY4HKIoC http://t.co/khr5RY3FgA
706,3,Not everyone's really for you no matter how long you knew them . And not everyone's a bad person just because it's been a short time. #irony
707,1,@honestfandom oh mature girls 
708,1,Remember when I ran 14 miles on 90 min of sleep this summer? I've got a 14+ hour day on about two hours of sleep. This'll be fun. 
709,0,@LouiseRosalia I'm good at banter... 😂😂😂
710,1,"Ahhh 7 a.m bedtimes, how I've missed you  #examproblems"
711,1,"There's a reason I don't tell my parents anything, cause I always get THE most positive responses "
712,1,This is the weather i just love walking to work in  #worst #weatherbomb
713,2,"Zuma reads the quote ""People are not fighting for ideas, they fight for material benefits. To live in peace."" #Irony #YCLNationalCongress"
714,0,@FUCKCRUCIFIX: COD AW SERVERS #OFFLINE 
715,0,@OuttaHerrrrreee well I face peyton today in my one league so I hope he only has 2 TD passes and they're both to D Thomas for me lol
716,2,: When the looks that are nurtured by statuesque beauties are nurtured by the skinniest supermodels. #Statuesque=#Skinny #Look
717,0,but the USA HIPPA laws prohibit the Psychiatrist from releasing that info @serpentina66 @MetroNewsCanada
718,1,I have such a loving family 
719,0,"You missed it @cindybm2, I just watched #GoT the rains of castamere, Rob Stark and his entourage all die :-("
720,2,K. Michelle said Lil Kim is Plastic but 65% of her body is fake and silicone. Kim went Plat on PayPal but K has never SEEN platinum. #Irony
721,1,Nit pick at every little thing guys. Keep doing that. That'll show the team you're behind them. 
722,1,@ScottishFA @RaeComm @ChampionsLeague sure that will end well 
723,0,@Callisto1947 Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU $ can go to http://t.co/JUmMWi0AyT
724,0,I think tori is actually my favorite human being on this earth tbh
725,1,http://t.co/xMzzKi6kn6 << Don't know how this didn't get to number 1! #accounting  #absolutetosh
726,0,@mobyhump :)) thank you so much. Such a generous display of kindness from your side.
727,1,"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS"
728,1,"@leannrimes yep, the family of #EricGarner is feeling really joyful right now...  #BlackLivesMatter #ShutItDown"
729,3,"While we applauded ourselves on getting to the Moon, Carl Sagan spoke a truth we all denied.|#irony http://t.co/AY20dRme0L"
730,2,The  of taking a break from reading about #socialmedia to check my social media.
731,0,I do  #speak #because I #want to #save #someone. I speak because I like. Who am I #to save... http://t.co/Is06GSAnLQ
732,1,Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!!  #needmoresleep 😴💤😕
733,2,"@theprojecttv When all the ""trauma"" these kids are suffering is over, the fact remains, You apologised for telling the truth.  #stuism"
734,3,Can I ask why we didn't hv GEJ n PDP trending yesterday night  http://t.co/0oVx1ttwON
735,0,"I am also going to enjoy two beers, while sitting in my car. That is  illegal. What was done to me at USC Medical, and at Penn Mar, is."
736,1,"..@Youtube : Keeping the big channels big, and the little channels irrelevant since 2014 . #GoodJob "
737,3,@bombguy95: If You Re A Chelsea Fan. Its natural To Be Sentimental.. If You re An Arsenal Fan.. Its Natural To Be Stupid||Spelling? 
738,0,It's not possible to have enough time
739,0,Archive pick: Who Makes You Laugh When They're Off Sick? http://t.co/oFsMWjt646 #mehblog #littlemeh #doctor  http://t.co/hcHKxgOoQB
740,0,@thismamatweets will tweet you when I've got it back up and running.
741,1,Sunday is such a fun day to study #not #ew #saywhat
742,0,"My dad would have a shotgun ready|""My dad would offer him a beer""|""My dad would ask him to join his clan""|😂 @rannimarti @Hartswormx3"
743,1,"Yeah, the prom is the most important event in your life "
744,0,good luck finding someone to take the other side of that bet LOL @orion99da
745,1,@SouthamptonFC @LFC @SkySports Again fans come second. Thanks again 
746,0,Well you just have to look... Don't you ?? #wrestling #SportsEntertainment  #wwe #raw or #smackdown #co... https://t.co/FTCvaJyULT
747,1,I have plans. I feel sick. What a surprising turn of events. 
748,1,3:30am is a great time to learn the male reproductive system. with the biggest and brightest power point slides ever.  #biology
749,1,It's such a joy to wake up sick again and not be able to use the one arm I do everything with. 
750,2,Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah.  #tragedy
751,1,@nytimes oh so someone got in trouble for making fun of the people who behead innocent people...nice 
752,1,Well @grantolding I watched'Making of' clip about Drive Rescored. Now I see how easily composers do it!  http://t.co/GkcYRuLCpM #
753,0,#Getting #married #was  Jolie's #biggest #moment #of #the #year! #But #this...: Hollywood actor and filmmaker... http://t.co/2JSjFXtiBL
754,1,"Dear () #Spain's gov and Catalan Police, congrats you managed to accomplish the impossible: Go even lower than #Greece #OperaciónPandora"
755,1,@CCriadoPerez The person who wrote that is clearly a bit of a tit 
756,1,Stuck behind someone who can't do the speed limit #lateforwork #fuck #happymonday 
757,3,Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral #sarcasm
758,3,Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant http://t.co/8NzMFso9Do
759,3,Did you know ? If you are reading this right now you are not blind...lol. 
760,1,Pretty much the real deal  #thanksmom http://t.co/IZoLRKldU4
761,1,"@ChloeLaylaa the hostel is fine actually but I've probs caught like 1000 germs walking around London, thanks for wishing me better "
762,0,"YOU>@RBRNetwork1< DO NOT represent ALL blacks in fact, most reject you @Anan_VII @JoeHilgerman @1_Free_Man @ABPT_Rocket"
763,0,@RedFMIndia @SunburnFestival |Answer 2- More than 150 artists |#WinSunburnPasses
764,3,@ttwentyman He's just trying to drive Suh's price up. 
765,0,"A MAN MUST HAVE (3) F's TO GET a A IN LIFE: FORTITUDE, FOCUS, & FINANCES. http://t.co/3IY91CxWP0 @AlimHagan"
766,0,http://t.co/5NzWiNlzi2  so Ugly *Size SMALL* Christmas Sweater Cardi Basic Editions Holiday Vintage http://t.co/dwTxGOdB7z
767,2,@ZachSellsMagic I thought all people did for the holiday was to stream holiday cube all day?!?! 
768,0,"@RobertH1946 @EverydaySexism wow. That  here though, sorry grandpa, we use mac these days #WelcomeToTheWorld #NeverArgueWithFools"
769,0,@sscottamatthews wtf where did you go
770,1,"Still up at 4 , work at 11 is gonna be prime "
771,1,"@TheOtherRosie  I'm really big supporter of #lawenforcement. Like Sheriff Clarke said, it's all theatrics. #Ferguson @foxandfriends"
772,1,Jordan fan here|| 😛 -not a hater. http://t.co/daNzVEUucm
773,0,@reisawal I swear we must be twins
774,0,"Dirgahayu my corps @mb_bbt 16/12/1986 - 26/12/2014 😎🎼👏👊| just a corps, we... (w/ Tari, eni, & 26 others) [pic] — https://t.co/WCEHZZUmAX"
775,0,@GazTheGooner84 Haha go to Icelands x
776,0,Just watched the last ever one tree hill. I'm an emotional wreck and it's not even 9 o'clock
777,1,You really know how to treat a girl 
778,3,"@Salon dualistic, as in good and evil? Right, because that doesn't apply to the real world.... #sarcasm #OrcsLive"
779,1,@holly_b94 @lottiebaring can't wait to see ya both 
780,0,@HIM_88: AMAZING. I love this team. They scrap and always find a way! 15-6 <-- indeed. #dcRising
781,0,Today was a very good day in Iceland.
782,1,I have three test and a two dance performances tomorrow!!📚📖💃💃👯  #EasyDay 
783,1,I love it when people try to tell me that Oakland is so much easier than other schools 😡 #not
784,0,It's brrrrrrr kinda feel & who would go to the kitchen to make coffee ....
785,0,4 days left to enter @MyFairDaily & @Kallie_E @ErinCondren planner #giveaway http://t.co/jglyhsMWiY Enter to win! #bbloggers #lbloggers
786,1,@Deggisfox that's totally obscure... 
787,3,@Sidra__PTI you may also see flags of ISIS with him  is this govt and ch nisar don't admit :'(
788,0,I swear . I can  stand little fucking girl. I want to punch her in the fucking face . Bitch needs to go home for real .
789,1,#LRT -- Gee. Good thing there's no #WarOnWomen. 
790,0, long to wait till released CO2 turns up temperature - http://t.co/UFD9oCLFM3 http://t.co/puzJgw2LuE
791,2,Just yelled at #someone #telling me to do #something #youre  my #mum #mistake was...it was actually my mum
792,2,NEW  CURTAIN U.S. #Christians like @briansbrown travel to #Russia to torment #LGBT who are seeking asylum here http://t.co/u53SJeFR67
793,2,that time when ward was mad because skye hide a secret from him #irony #skyeward #AgentsofSHIELD http://t.co/znfxzbUYVu
794,1,I'm so different when I'm back home... I blame the work crew #rowdy #banter  #toomuchlove #360family
795,1,Oh it's just Skrillex no big deal.. I see him on the daily..  #skrillex #rave #edm... http://t.co/qK50VjJkXq
796,2,"@AJtedded: Aaaaaand to read ""Big Sleep"" because can't get any sleep...  http://t.co/BzEhrjZEKS"
797,0,@DFDSUKUpdates why all the delays?  happy
798,2,"@JustAnotherMo Now, now, Islam is the ""religion of peace"" and only Christians can hurt anybody!  Get it right!  D: "
799,0,I have to say that Misty with Johnny Mathis is one of my favourites http://t.co/hBQIl5KmQe
800,0,"Regarding my #ATT case; I've contacted the BBB, FCC, and my States Attorney General. next... #WFAA #not #stopping"
801,0,If only I could be a cooler kid xp lol I'm such a nerd #can #i #know #when #im #not #gonna #get #rejected
802,0,"@DIYcookery: A Guide To Coffee 👌 http://t.co/CXJigjMwaa LOL, espresso from that time we went to the Maple Leafs fan fest @sammiebressette"
803,3,@sunlorrie @ctv ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir! 
804,0,The First NSFW Look At Jessica Cameron's MANIA via @ScareTissueCom http://t.co/eqLnC1ItPK @ManiaTheMovie @JessicaCameron_
805,0,#notcies #eu Keeping deficits down: How successful is the EUs budget-surveillance mechanism? http://t.co/2oRy3l6hiW
806,2,"@TODAYshow Joel Olstein, a man who hardly ever mentions Jesus in his sermons,  is going to talk about the meaning of Christmas?  "
807,1,"Yep, true patriots all.  http://t.co/lAZTLMA2Ho"
808,0,I've honestly never even watched A Christmas Story. I've only seen random parts.
809,3,When that bish defollows you  #disney #belle #MoreFollowersPlease http://t.co/i549jbbPLK
